workman	'wɜːkmən	'wɝkmən	工人， 劳动者， 工匠
sophisticated	sə'fɪstɪkeɪtɪd	sə'fɪstɪketɪd	老于世故的； 高级的； 精密的， 复杂的； 高雅的
sunrise	'sʌnraɪz	'sʌnraɪz	日出； 朝霞
entertainment	ˌentə'teɪnmənt	ˌɛntɚ'tenmənt	娱乐， 文娱节目， 表演会； 招待， 款待， 请客
document	'dɒkjumənt	dɑkjəmənt	公文，文件；证件 / 用文件等证明
starve	stɑːv	stɑrv	挨饿， 饿死
battery	'bætri	'bæt(ə)rɪ	电池， 蓄电池； 排炮， 炮组； 一系列， 一套
chase	tʃeɪs	tʃeis	追逐， 追赶； 追求
accident	'æksɪdənt	'æksədənt	意外， 事故
marine	mə'riːn	mə'rin	海的， 海生的； 海事的， 海军的， 海运的 / 海军陆战队士兵
clay	kleɪ	kle	黏土， 泥土； 肉体
anyway	'eniweɪ	'ɛnɪ'we	无论如何， 至少； 不论以何种方式， 无论从什么角度
promote	prə'məut	prə'mot	促进， 增进， 发扬； 提升； 宣传， 推销
routine	ruː'tiːn	rʊ'tin	例行的， 常规的 / 例行公事，惯例，惯常的程序
attack	ə'tæk	ə'tæk	攻击，打击；突然发作 / 攻击， 进攻
humour	'hjuːmə	'hju:mə	幽默， 诙谐， 幽默感
divorce	dɪ'vɔːs	dɪ'vɔrs	离婚； 分离， 脱离 / 离婚，离异
currency	'kʌrənsi	ˈkɜrənsi	通货， 货币； 通行， 流行
canal	kə'næl	kə'næl	运河， 沟渠； 管
attach	ə'tætʃ	ə'tætʃ	缚， 系， 贴； 附加； 使依恋， 使喜爱； 使附属； 认为有
distribute	dɪ'strɪbjuːt; 'dɪstrɪbjuːt	dɪ'strɪbjut	分发， 分送； 分布
ankle	'æŋkl	'æŋkl	踝， 踝关节
convict	kən'vɪkt	kən'vɪkt	证明…有罪， 宣判…有罪 / 囚犯
legislation	ˌledʒɪs'leɪʃn	,lɛdʒɪs'leʃən	法律， 法规； 立法， 法律的制定
clause	klɔːz	klɔz	条款； 从句， 分句
quiz	kwɪz	kwɪz	智力竞赛，问答比赛；小测验 / 考查， 盘问
participate	pɑː'tɪsɪpeɪt	pɑr'tɪsə'pet	参与， 参加； 分享
ingredient	ɪn'griːdiənt	ɪn'ɡridɪənt	组成部分， 成分； 原料； 要素， 因素
surplus	'sɜːpləs	'sɝpləs	过剩的， 多余的 / 过剩，剩余，盈余
correspondence	ˌkɒrə'spɒndəns	,kɔrə'spɑndəns	信件， 函件； 通信， 通信联系； 符合， 一致， 相似
refresh	rɪ'freʃ	ri'frɛʃ	振作精神， 恢复活力
librarian	laɪ'breəriən	laɪ'brɛrɪən	图书馆管理员
intimate	'ɪntɪmət	ˈɪntəmɪt	亲密的；个人的 / 至交， 密友 / 暗示， 提示
reporter	rɪ'pɔːtə	rɪ'pɔrtɚ	记者
declaration	ˌdeklə'reɪʃn	,dɛklə'reʃən	宣布， 宣告； 宣言， 声明； 申报
disclose	dɪs'kləuz	dɪs'kloz	揭示； 透露
religion	rɪ'lɪdʒən	rɪ'lɪdʒən	宗教， 宗教信仰
diagram	'daɪəgræm	'daɪəɡræm	图解， 图表， 简图
claw	klɔː	klɔ	抓， 撕 / 爪，脚爪，螯
torture	'tɔːtʃə	'tɔrtʃɚ	拷问；折磨 / 拷打
prayer	preə	prɛr	祷告， 祈祷； 祷文； 祈求， 祈望
tragedy	'trædʒədi	'trædʒədi	悲剧， 惨事， 惨案； 悲剧艺术
charm	tʃɑːm	tʃɑrm	迷人的特性，魅力；符咒，咒文 / 吸引， 迷住
clap	klæp	klæp	拍手，轻拍 / 拍手， 鼓掌
purple	'pɜːpl	'pɝpl	紫的 / 紫色
quit	kwɪt	kwɪt	停止， 放弃； 离开， 辞
economical	ˌiːkə'nɒmɪkl	,ɛkə'nɑmɪkl	节约的； 经济学的
prosperous	'prɒspərəs	'prɑspərəs	繁荣的， 兴旺的
polish	'pɒlɪʃ	'pɑlɪʃ	磨光；修改，润色，使优美 / 擦光剂
cabinet	'kæbɪnət	'kæbɪnət	橱， 柜； 内阁
chart	tʃɑːt	tʃɑrt	图表；航海图 / 用图表表示， 在图上表示
optical	'ɒptɪkl	'ɑptɪkl	眼的， 光学的， 视觉的
fashion	'fæʃn	'fæʃən	样子， 方式； 时尚； 流行款式
insurance	ɪn'ʃuərəns	ɪn'ʃʊrəns	保险， 保险费
preface	'prefəs	ˈpref.ɪs	序言， 前言， 引言
principle	'prɪnsəpl	'prɪnsəpl	原则， 原理， 道义； 基本信念， 信条
lid	lɪd	lɪd	盖子， 盖
tedious	'tiːdiəs	'tidɪəs	冗长乏味的， 沉闷的
source	sɔːs	sɔrs	河的源头， 根源； 来源， 出处
secure	sɪ'kjuə	sə'kjʊr	安全的，可靠的；牢固的，稳固的；无忧虑的，安心的 / 得到， 获得； 使安全， 保卫； 缚牢
domestic	də'mestɪk	də'mɛstɪk	本国的； 家庭的； 驯养的
deception	dɪ'sepʃn	dɪ'sɛpʃən	欺骗； 诡计， 骗局
basically	'beɪsɪkli	'besɪkli	基本上， 从根本上说
donation	dəu'neɪʃn	do'neʃən	捐款， 捐赠物； 捐赠， 赠送
avenue	'ævənjuː	'ævənu	林荫道， 道路， 大街
immense	ɪ'mens	ɪ'mɛns	巨大的； 极好的
budget	'bʌdʒɪt	'bʌdʒɪt	规划，安排；编预算 / 低廉的， 收费公道的 / 预算，预算拨款
given	'gɪvn	'ɡɪvn	规定的，特定的；假设的；已知的；有癖好的，有倾向的 / 考虑到
hay	heɪ		干草
chest	tʃest	tʃɛst	胸腔， 胸膛； 箱子
tension	'tenʃn	'tɛnʃən	紧张， 不安； 拉紧； 张力， 拉力
definite	'defɪnət	'dɛfɪnət	明确的， 肯定的
reflection	rɪ'flekʃn	rɪ'flɛkʃən	映像， 倒影； 反射； 反映， 表达； 非议； 沉思， 反省
ultimate	'ʌltɪmət	ˈʌltəmɪt	最后的，最终的 / 终极， 顶点
campus	'kæmpəs	'kæmpəs	校园， 学校场地
adapt	ə'dæpt	ə'dæpt	使适应； 改编
solicitor	sə'lɪsɪtə	sə'lɪsɪtɚ	律师， 法律顾问
cheerful	'tʃɪəfl	'tʃɪrfl	快乐的， 愉快的； 使人感到愉快的
merit	'merɪt	'mɛrɪt	长处，优点，价值；功劳，成绩 / 值得， 应受
misunderstand	ˌmɪsʌndə'stænd	,mɪsʌndɚ'stænd	误解， 误会
guilty	'gɪlti	'ɡɪlti	内疚的； 有罪的
measure	'meʒə	'mɛʒɚ	测量，度量；衡量 / 分量； 尺寸； 量具； 计量单位； 量度， 测量； 措施， 办法
overall	ˌəuvər'ɔːl	,ovə'rɔl	全面的， 总体的， 全部的
receipt	rɪ'siːt	rɪ'sit	发票， 收据； 收入， 进款； 收到， 接到
assume	ə'sjuːm	ə'sum	假定， 假设， 臆断； 承担， 担任； 呈现
pepper	'pepə	'pɛpɚ	胡椒，胡椒粉 / 在…上撒； 使布满
plural	'pluərəl	'plʊrəl	复数的 / 复数
doctoral	'dɒktərəl	'dɔktərəl	博士的
concept	'kɒnsept	'kɑnsɛpt	概念， 观念， 设想
resistant	rɪ'zɪstənt	rɪ'zɪstənt	抵抗的， 抗…的， 耐…的
effort	'efət	'ɛfɚt	努力， 努力的成果
video	'vɪdiəu	'vɪdɪo	录像的；电视的 / 录像
disaster	dɪ'zɑːstə	dɪ'zæstɚ	灾难， 灾祸， 天灾； 彻底的失败
agriculture	'ægrɪkʌltʃə	'æɡrɪkʌltʃɚ	农业， 农学
weapon	'wepən	'wɛpən	武器， 兵器
grocer	'grəusə	ɡrosɚ	食品商， 杂货商
stare	steə	stɛr	盯， 凝视
painful	'peɪnfl	'penfl	疼痛的， 引起疼痛的； 困难的； 令人不快的
vote	vəut	vot; voʊt	投票； 表决 / 票，选票；选举，投票，表决；表决结果，投票总数
steady	'stedi	'stɛdi	稳定 / 稳的，平稳的；稳定的，持续的；稳固的
enhance	ɪn'hɑːns	ɪn'hæns	提高， 增加， 加强
enclose	ɪn'kləuz	ɪn'kloz	围住， 圈起； 附上； 把…装入信封
convention	kən'venʃn	kən'vɛnʃən	习俗， 惯例； 公约； 会议
disease	dɪ'ziːz	dɪ'ziz	病， 疾病； 不健全； 弊端
center	'sentə	'sɛntɚ	圆心， 正中； 中心
suspicion	sə'spɪʃn	sə'spɪʃən	怀疑， 疑心， 猜疑； 一点儿， 少量
purchase	'pɜːtʃəs	'pɝtʃəs	买，购买 / 购买； 购买的物品
refusal	rɪ'fjuːzl	rɪ'fjuzl	拒绝
technician	tek'nɪʃn	tɛk'nɪʃən	技术员， 技师
generic	dʒə'nerɪk	dʒə'nɛrɪk	【生物】 属的， 类的； 一般的， 普通的
genius	'dʒiːniəs	'dʒinjəs	天才， 天赋， 天资； 天才人物
alike	ə'laɪk	ə'laɪk	一样地， 相似地； 同样程度地 / 同样的，相同的
fund	fʌnd	fʌnd	资金，基金；存款 / 为…提供资金
gravity	'grævəti	ˈɡrævətɪ	重力， 引力； 严重性； 严肃， 庄重
typical	'tɪpɪkl	'tɪpɪkl	典型的， 代表性的
quotation	kwəu'teɪʃn	kwo'teʃən	引文， 引语， 语录； 报价， 牌价， 行情
finance	faɪ'næns; fə'næns	'faɪnæns	筹措资金 / 财政，金融；财源，财务情况
studio	'stjuːdiəu	'studɪo	画室， 摄影室； 播音室， 录音室， 摄影棚
tray	treɪ	tre	盘， 托盘， 碟
downward	'daunwəd	'daʊnwɚd	向下地 / 向下的
cabbage	'kæbɪdʒ	ˈkæbɪdʒ	洋白菜， 卷心菜
regulate	'regjuleɪt	'rɛɡjulet	管理， 控制； 调整， 调节
palm	pɑːm	pɑm	手掌， 掌状物； 棕榈树
hydrogen	'haɪdrədʒən	'haɪdrədʒən	氢
infant	'ɪnfənt	'ɪnfənt	婴儿的； 幼稚的 / 婴儿
hen	hen	hɛn	母鸡， 雌禽
whoever	huː'evə	hʊ'ɛvɚ	谁； 无论谁； 究竟是谁
carbon	'kɑːbən	'kɑrbən	碳
unload	ˌʌn'ləud	'ʌn'lod	卸， 卸货； 下客； 退出子弹； 卸下胶卷
payment	'peɪmənt	'pemənt	支付， 支付的款项
specifically	spə'sɪfɪkli	spə'sɪfɪkli	特别地， 特定地； 明确地， 具体地
controversial	ˌkɒntrə'vɜːʃl	,kɑntrə'vɝʃl	引起争论的， 有争议的
attain	ə'teɪn	ə'ten	达到， 获得， 完成
trap	træp	træp	陷阱，捕捉器；圈套，诡计；困境 / 设陷阱捕捉； 诱骗
gallery	'gæləri	'gæləri	画廊， 美术馆； 楼座； 旁听席； 回廊， 走廊
hardware	'hɑːdweə	'hɑrdwɛr	五金器具； 硬件
deputy	'depjuti	'dɛpjuti	副职， 副手； 代表， 代理人
warmth	wɔːmθ	wɔrmθ	暖和， 温暖； 热烈， 热情， 热心
supreme	suː'priːm	suˈprim	最高的， 最大的； 极度的， 最重要的
ambulance	'æmbjələns	'æmbjələns	救护车； 野战医院
priority	praɪ'ɒrəti	praɪ'ɔrəti	优先， 重点； 优先考虑的事
slope	sləup	slop	倾斜 / 倾斜；斜面
philosophy	fə'lɒsəfi	fə'lɑsəfi	哲学， 哲理， 人生哲学
preventive	prɪ'ventɪv	pri'vɛntɪv	预防性的
creative	kri'eɪtɪv	krɪ'etɪv	创造性的， 创作的
junior	'dʒuːniə	'dʒunɪɚ	年少的；资历较浅的 / 晚辈； 三年级学生
allocate	'æləkeɪt	'æləket	分配， 分派， 把…拨给
provide	prə'vaɪd	prə'vaɪd	提供， 供给
standpoint	'stændpɔɪnt	'stændpɔɪnt	立场， 观点
worship	'wɜːʃɪp	'wɝʃɪp	礼拜；崇拜；信奉 / 崇拜
lawn	lɔːn	lɔn	草地， 草坪， 草场
primary	'praɪməri	'praɪmɛri	首要的， 主要的； 基本的； 最初的， 初级的
log	lɒg	lɔɡ	原木，木料；航海日志 / 正式记录
solar	'səulə	'solɚ	太阳的， 日光的； 太阳能的
consume	kən'sjuːm	kənˈsum	消费， 吃完， 喝光； 毁灭； 使着迷， 充满
formation	fɔː'meɪʃn	fɔr'meʃən	形成， 构成， 形成物； 队形， 排列
layer	'leɪə	'leɪr	层， 层次
triangle	'traɪæŋgl	'traɪæŋɡl	三角
accidental	ˌæksɪ'dentl	,æksɪ'dɛntl	偶然的， 意外的
assure	ə'ʃuə	ə'ʃʊr	使确信； 确保， 向…保证
consult	kən'sʌlt	kən'sʌlt	请教； 查阅； 商议
theme	θiːm	θim	主题， 题目
smash	smæʃ	smæʃ	粉碎，打烂；狠打，猛击；破灭，失败；猛撞，猛冲 / 破碎 ； 猛击， 猛撞； 轰动的演出， 巨大的成功
merely	'mɪəli	'mɪrli	仅仅， 只不过
contradiction	ˌkɒntrə'dɪkʃn	,kɑntrə'dɪkʃən	矛盾， 不一致； 否认， 反驳
fuss	fʌs	fʌs	忙乱； 大惊小怪， 小题大做； 烦恼， 过于忧虑
wealth	welθ	wɛlθ	财富， 财产； 丰富
editor	'edɪtə	'ɛdɪtɚ	编辑， 编者， 校订者
barrel	'bærəl	'bærəl	桶； 圆筒； 枪管
means	miːnz	minz	方法， 手段， 工具； 金钱， 财产
desire	dɪ'zaɪə	dɪ'zaɪɚ	渴望；要求 / 愿望； 欲望
survive	sə'vaɪv	sɚ'vaɪv	活下来， 幸存 / 从…逃出，幸免于；从中挺过来；比…活得长
efficient	ɪ'fɪʃnt	ɪ'fɪʃnt	效率高的； 有能力的
initial	ɪ'nɪʃl	ɪ'nɪʃəl	最初的，开始的 / 首字母
unfortunately	ʌn'fɔːtʃənətli	ʌn'fɔrtʃənətli	不幸地
consistent	kən'sɪstənt	kən'sɪstənt	坚持的， 一贯的； 一致的， 符合的
reverse	rɪ'vɜːs	rɪ'vɝs	撤销，推翻；反向，倒转；彻底改变 / 反向的， 相反的， 倒转的 / 相反，对立面；反面，背面，后面；挫折，逆境
heterogeneity	ˌhetərədʒə'niːəti	,hetərəudʒi'ni:əti	异种， 异质， 不同成分
sword	sɔːd	sɔːrd	剑， 刀
permanent	'pɜːmənənt	'pɝmənənt	永久的， 固定的
barely	'beəli	'bɛrli	仅仅， 只不过， 几乎不
summarize	'sʌməraɪz	'sʌməraɪz	概括， 概述， 总结
chap	tʃæp	tʃæp	小伙子， 男人， 家伙
facility	fə'sɪləti	fə'sɪləti	设备； 容易； 场所
beam	biːm	bim	梁，横梁；束，柱；笑容，喜色 / 面露喜色； 定向发出， 播送
alliance	ə'laɪəns	ə'laɪəns	结盟， 联盟
civilization	ˌsɪvəlaɪ'zeɪʃn	,sɪvələ'zeʃən	文明， 文化； 开化
fiction	'fɪkʃn	'fɪkʃən	小说； 虚构， 杜撰
possession	pə'zeʃn	pə'zɛʃən	有， 所有； 所有物
replace	rɪ'pleɪs	rɪ'ples	代替， 取代； 更换， 调换； 把…放回原处
appointment	ə'pɔɪntmənt	ə'pɔɪntmənt	任命； 约定； 约会； 委任的职位
hip	hɪp	hɪp	臀部， 髋部
merry	'meri	'mɛri	欢乐的， 愉快的
dam	dæm	dæm	水坝，水堤；障碍物 / 筑堤挡住
pessimistic	ˌpesɪ'mɪstɪk	,pɛsɪ'mɪstɪk	悲观的
commander	kə'mɑːndə	kə'mændɚ	司令官， 指挥员
bloom	bluːm	blum	开花 / 花，开花，开花期；青春焕发
major	'meɪdʒə	'medʒɚ	较大的；主要的；重大的 / 少校； 专业
zone	zəun	zon	地区， 区域， 范围
emphasis	'emfəsɪs	'ɛmfəsɪs	强调； 重点， 重要性
interrupt	ˌɪntə'rʌpt	'ɪntə'rʌpt	打断， 打扰， 中断
feasible	'fiːzəbl	'fizəbl	可行的， 可能的
prescribe	prɪ'skraɪb	prɪ'skraɪb	开； 吩咐采用； 规定， 指定
potential	pə'tenʃl	pə'tɛnʃl	潜在的，可能的 / 潜力， 潜能
bean	biːn	bin	豆， 蚕豆
accustomed	ə'kʌstəmd	ə'kʌstəmd	惯常的， 习惯的
combination	ˌkɒmbɪ'neɪʃn	,kɑmbɪ'neʃən	结合， 联合； 化合
obtain	əb'teɪn	əb'ten	获得； 通用， 流行； 存在
turbine	'tɜːbaɪn	'tɝbaɪn	叶轮机， 汽轮机
repeatedly	rɪ'piːtɪdli	rɪ'pitɪdli	一再， 再三， 多次地
curiosity	ˌkjuəri'ɒsəti	,kjʊrɪ'ɑsəti	好奇， 好奇心； 奇物， 奇事， 珍品
gross	grəus	ɡros	总的； 严重的； 粗俗的； 臃肿的
workshop	'wɜːkʃɒp	'wɝkʃɑp	车间， 作坊， 创作室； 研讨会， 讲习班
resist	rɪ'zɪst	rɪ'zɪst	抵抗， 反抗， 抵制； 抗， 耐； 忍住， 拒受…的影响
liter	'liːtə	litɚ	升
format	'fɔːmæt	'fɔrmæt	设计，安排；格式，样式，版式 / 使格式化
sacrifice	'sækrɪfaɪs	'sækrɪfaɪs	牺牲，舍身；献祭，供奉 / 牺牲； 供奉； 祭品
illegal	ɪ'liːgl	ɪ'ligl	不合法的， 非法的
stimulate	'stɪmjuleɪt	'stɪmjə'let	刺激， 激励， 激发
formal	'fɔːml	'fɔrml	正式的， 礼仪上的
congratulate	kən'grætʃuleɪt	kən'ɡrætʃulet	祝贺， 向…道喜
rainbow	'reɪnbəu	'renbo	虹， 彩虹
soak	səuk	sok	浸， 泡
soar	sɔː	sɔr	猛增， 剧增； 高飞， 升腾； 高涨； 高耸， 屹立
salesman	'seɪlzmən	'selzmən	售货员， 推销员
interference	ˌɪntə'fɪərəns	,ɪntɚ'fɪrəns	干涉， 干预， 阻碍
fibre	'faɪbə	'faibə	纤维， 纤维质
sustain	sə'steɪn	sə'sten	保持， 使持续下去； 供养， 维持； 支持， 支撑； 经受， 遭受
entertain	ˌentə'teɪn	,ɛntɚ'ten	使欢乐； 招待， 请客
altitude	'æltɪtjuːd	'æltɪtud	海拔， 高度； 高处
classify	'klæsɪfaɪ	'klæsɪfaɪ	把…分类， 把…分级
ease	iːz	iz	容易；舒适 / 缓和
critical	'krɪtɪkl	'krɪtɪkl	决定性的； 批评的
colony	'kɒləni	'kɑləni	殖民地； 侨居地， 聚居地； 群体， 集群
mathematics	ˌmæθə'mætɪks	,mæθə'mætɪks	数学
wagon	'wægən	'wægən	四轮马车， 大篷车； 铁路货车， 客货两用车
elsewhere	ˌels'weə	,els'hwεə	在别处， 向别处
penetrate	'penɪtreɪt	'pɛnətret	透入， 渗入， 进入； 刺穿； 洞察， 了解
principal	'prɪnsəpl	'prɪnsəpl	最重要的，主要的 / 负责人， 校长； 资本， 本金； 主要演员， 主角
tend	tend	tɛnd	照管， 照料， 护理 / 易于，往往会；趋向，倾向
exceedingly	ɪk'siːdɪŋli	ɪk'sidɪŋli	极端地， 非常
specimen	'spesɪmən	'spɛsəmən	样本， 标本， 样品
relief	rɪ'liːf	rɪ'lif	轻松， 宽慰； 缓解； 调剂， 消遣； 接替
dimension	dɪ'menʃn; daɪ'menʃn	dəˈmɛnʃən, daɪ-	尺寸， 尺度； 方面， 特点； 面积， 规模
introduction	ˌɪntrə'dʌkʃn	,ɪntrə'dʌkʃən	介绍， 引进； 引言
deserve	dɪ'zɜːv	dɪ'zɝv	应受， 值得
process	'prəuses	proˈsɛs;(for n.)prɑsɛs	过程；制作法；程序 / 加工； 办理
philosopher	fə'lɒsəfə	fə'lɑsəfɚ	哲学家， 哲人
restore	rɪ'stɔː	rɪ'stɔr	恢复， 使回复； 修复， 整修； 归还， 交还
therapy	'θerəpi	'θɛrəpi	治疗， 理疗
alternative	ɔːl'tɜːnətɪv	ɔl'tɝnətɪv	两者选一的， 供选择的； 另类的 / 替换物，选择；选择的自由
banner	'bænə	'bænɚ	横幅； 旗， 旗帜
concentration	ˌkɒnsn'treɪʃn	'kɑnsn'treʃən	集中； 专注， 专心； 浓缩， 浓度
encounter	ɪn'kauntə	ɪn'kaʊntɚ	遭遇，遇到 / 遭遇
soda	'səudə	'sodə	碳酸钠， 纯碱； 汽水， 苏打水
colleague	'kɒliːg	'kɑliɡ	同事， 同僚
gratitude	'grætɪtjuːd	'ɡrætɪtud	感激， 感谢， 感恩
approve	ə'pruːv	ə'prʊv	赞成， 称许； 批准
interaction	ˌɪntər'ækʃn	,ɪntə'rækʃən	相互作用， 干扰
chew	tʃuː	tʃʊ	咀嚼， 嚼碎
interfere	ˌɪntə'fɪə	,ɪntɚ'fɪr	干涉， 干预， 妨碍
apartment	ə'pɑːtmənt	ə'pɑrtmənt	一套公寓房间
account	ə'kaunt	ə'kaʊnt	说明原因； 占 / 记述；解释；账目
uneasy	ʌn'iːzi	ʌn'izi	心神不安的， 忧虑的
tolerate	'tɒləreɪt	'tɑləret	忍受， 容忍； 容许， 承认
developmental	dɪˌveləp'mentl	dɪ,vɛləp'mɛntl	发展的
stack	stæk	stæk	堆，垛 / 堆积， 堆放于
underline	ˌʌndə'laɪn	'ʌndəlaɪn	在…下面画线； 强调， 使…突出
innocent	'ɪnəsnt	'ɪnəsnt	清白的； 幼稚的； 没有恶意的
compassion	kəm'pæʃn	kəm'pæʃən	同情， 怜悯
alphabet	'ælfəb3t	'ælfə'bɛt	字母表， 字母系统
parliament	'pɑːləmənt	'pɑrləmənt	议会， 国会
evaluation	ɪˌvælju'eɪʃn	ɪ,væljʊ'eʃən	评价； 估计
crack	kræk	kræk	爆裂； 噼啪地响； 打， 击 / 裂缝，裂纹；破裂声
bind	baɪnd	baɪnd	捆绑， 包扎； 装订； 约束； 使结合， 使黏合
trim	trɪm	trɪm	整齐的 / 使整齐
appreciate	ə'priːʃieɪt	ə'priʃɪet	重视， 赏识； 领会， 体会； 感谢； 增值
dental	'dentl	'dɛntl	牙齿的， 牙科的
predictable	prɪ'dɪktəbl	prɪ'dɪktəbl	可预料的
diverse	daɪ'vɜːs	daɪ'vɝs	不一样的， 相异的； 多种多样的
railway	'reɪlweɪ	'relwe	铁路
cube	kjuːb	kjʊb	清澈透明的 / 立方形，立方
rally	'ræli	'ræli	集合， 团结； 恢复， 重新振作 / 集会；公路汽车赛
prime	praɪm	praɪm	首要的；最好的 / 青春；全盛时期 / 使准备好
happen	'hæpən	'hæpən	发生； 碰巧， 恰好
festival	'festɪvl	ˈfɛstəvl	节日； 音乐节
mild	maɪld	maɪld	温柔的； 温暖的； 轻微的
profile	'prəufaɪl	'profaɪl	侧面；人物简介；轮廓，形象；姿态，引人注目的状态 / 为…描绘； 写…的传略
loyal	'lɔɪəl	'lɔɪəl	忠诚的， 忠心的
preference	'prefrəns	'prɛfrəns	喜爱， 偏爱； 偏爱的事物； 优先
impact	'ɪmpækt	ɪm'pækt	影响， 作用， 冲击
opportunity	ˌɒpə'tjuːnəti	ˌɑpɚˈtunətɪ	机会， 良机
active	'æktɪv	'æktɪv	活跃的， 积极的； 主动的； 起作用的
dorm	dɔːm	dɔrm	宿舍
whichever	wɪtʃ'evə	wɪtʃ'ɛvɚ	无论哪个， 无论哪些
court	kɔːt	kɔrt	法院， 法庭； 庭院； 宫廷； 球场
venture	'ventʃə	'vɛntʃɚ	冒险， 敢于 / 风险投资，风险项目
mill	mɪl	mil	磨， 碾 / 磨坊；碾磨机；制造厂，工厂
bucket	'bʌkɪt	'bʌkɪt	水桶， 吊桶； 铲斗
senior	'siːniə	'sinɪɚ	资格较老的，地位较高的；年长的 / 较年长者； 毕业班学生
dose	dəus	dos	剂量， 用量， 一剂
route	ruːt	raʊt	路线， 路程
enthusiasm	ɪn'θjuːziæzəm	ɪn'θuzɪæzəm	热情， 热心， 热忱； 巨大兴趣
flexible	'fleksəbl	'flɛksəbl	易弯曲的， 灵活的
adult	'ædʌlt; ə'dʌlt	'ædʌlt	成年的； 成年人的， 适宜于成年人的 / 成年人
attitude	'ætɪtjuːd	'ætɪtʊd	态度， 看法； 姿势
relative	'relətɪv	'rɛlətɪv	有关系的，相对的 / 亲属， 亲戚
organ	'ɔːgən	'ɔrɡən	器官； 机构； 管风琴； 新闻媒介
average	'ævərɪdʒ	'ævərɪdʒ	平均的；平常的 / 平均 / 平均数，平均
treatment	'triːtmənt	'tritmənt	待遇； 治疗， 疗法； 对待， 处理
compare	kəm'peə	kəm'pɛr	比较， 对照； 把…比作
pluralism	'pluərəlɪzəm	'plʊər(ə)lɪz(ə)m	多重性； 兼职， 兼任
influential	ˌɪnflu'enʃl	,ɪnflu'ɛnʃl	有影响的； 有权势的
shiver	'ʃɪvə	'ʃɪvɚ	战栗， 颤抖
Bible	'baɪbl	'baɪbl	圣经
liquor	'lɪkə	'lɪkɚ	酒， 烈性酒
honourable	'ɒnərəbl	'ɔnərəbl	光荣的； 可敬的； 正直的
characteristic	ˌkærəktə'rɪstɪk	,kærəktə'rɪstɪk	特有的，典型的 / 特性
transparent	træns'pærənt	træns'pærənt	透明的； 易识破的； 明显的， 清楚的
interior	ɪn'tɪəriə	ɪn'tɪrɪɚ	内部的；内地的 / 内部
rouse	rauz	raʊz	惊起； 唤起； 唤醒
journal	'dʒɜːnl	'dʒɝnl	日报， 杂志， 日志
grasp	grɑːsp	ɡræsp	抓紧，握紧；理解 / 抓； 理解
involvement	ɪn'vɒlvmənt	ɪn'vɔlvmənt	连累； 包含
spark	spɑːk	spɑrk	发出火花 / 火花，火星
unlike	ˌʌn'laɪk	'ʌn'laɪk	不同的 / 不像…
assembly	ə'sembli	ə'sɛmbli	立法机构； 议会； 集合； 集会的人们； 装配， 组装
hearing	'hɪərɪŋ	'hɪrɪŋ	听力， 听觉； 听力所及之距离； 意见听取会； 申辩的机会
acquisition	ˌækwɪ'zɪʃn	,ækwɪ'zɪʃən	取得， 获得， 习得； 获得物， 增添的人
volcano	vɒl'keɪnəu	vɑl'keno	火山
rigid	'rɪdʒɪd	'rɪdʒɪd	严格的； 死板的； 刚硬的， 僵硬的
deadline	'dedlaɪn	ˈdedlaɪn	最后期限
so-called	ˌsəu'kɔːld	,so'kɔld	所谓的， 号称的
grateful	'greɪtful	'ɡretfl	感激的； 令人愉快的
chip	tʃɪp	tʃɪp	屑片， 碎片； 炸土豆条； 集成电路片， 集成块； 缺口， 瑕疵
chin	tʃɪn	tʃɪn	颏， 下巴
emotional	ɪ'məuʃənl	ɪ'moʃənl	感情的， 情绪的
operational	ˌɒpə'reɪʃənl	'ɑpə'reʃənl	运转的； 可使用的； 操作上的
staff	stɑːf	stæf	工作人员；参谋 / 为…配备人员
involve	ɪn'vɒlv	ɪn'vɑlv	使卷入， 牵涉； 包含， 含有
noticeable	'nəutɪsəbl	'notɪsəbl	显而易见的
assemble	ə'sembl	ə'sɛmbl	集合， 召集； 装配
blast	blɑːst	blæst	爆炸，冲击波；一阵 / 炸
series	'sɪəriːz	'sɪriz	一系列， 连续； 丛书， 连续剧
complicated	'kɒmplɪkeɪtɪd	'kɑmplɪketɪd	复杂的， 难懂的
cultivate	'kʌltɪveɪt	'kʌltɪvet	耕作， 种植； 培养， 陶冶
maximum	'mæksɪməm	ˈmæksəməm	最大的， 最高的， 顶点的 / 最大量，顶点
thrive	θraɪv	θraɪv	兴旺， 繁荣， 旺盛
purse	pɜːs	pɝs	钱包， 女用小提包
represent	ˌreprɪ'zent	,rɛprɪ'zɛnt	作为…的代表； 表示， 象征； 描绘， 表现
compete	kəm'piːt	kəm'pit	比赛， 竞争， 对抗
dialect	'daɪəlekt	'daɪə'lɛkt	方言， 土语， 地方话
accountant	ə'kauntənt	ə'kaʊntənt	会计人员， 会计师
stocking	'stɒkɪŋ	'stɑkɪŋ	长袜
dim	dɪm	dɪm	昏暗的；朦胧的；模糊不清的 / 变暗淡
emergency	i'mɜːdʒənsi	ɪ'mɝdʒənsi	紧急情况， 突然事件
dip	dɪp	dɪp	蘸，浸 / 游一会儿泳
recreational	ˌrekri'eɪʃənl	,rɛkri'eʃənəl	休养的； 娱乐的
faculty	'fæklti	'fæklti	才能， 能力； 系， 科； 全体教员
